sat_patente_62|c_Aduana_19|004701|2008|2017-01-01|441
sat_patente_63|c_Aduana_19|003941|2009|2017-01-01|441
sat_patente_64|c_Aduana_19|003323|2010|2017-01-01|441
sat_patente_65|c_Aduana_23|064635|2007|2017-01-01|457
sat_patente_66|c_Aduana_23|080207|2008|2017-01-01|457
sat_patente_67|c_Aduana_23|903290|2009|2017-01-01|457
sat_patente_68|c_Aduana_23|053638|2010|2017-01-01|457
sat_patente_69|c_Aduana_23|905577|2011|2017-01-01|457
sat_patente_70|c_Aduana_23|082538|2012|2017-01-01|457
sat_patente_71|c_Aduana_23|018412|2013|2017-01-01|457
sat_patente_72|c_Aduana_19|000324|2007|2017-01-01|467
sat_patente_73|c_Aduana_43|225920|2007|2017-01-01|472
sat_patente_74|c_Aduana_43|007914|2008|2017-01-01|472
sat_patente_75|c_Aduana_43|008542|2009|2017-01-01|472
sat_patente_76|c_Aduana_43|009955|2010|2017-01-01|472
sat_patente_77|c_Aduana_43|008672|2011|2017-01-01|472
sat_patente_78|c_Aduana_43|008141|2012|2017-01-01|472
sat_patente_79|c_Aduana_43|009268|2013|2017-01-01|472
sat_patente_80|c_Aduana_43|006897|2014|2017-01-01|472
sat_patente_81|c_Aduana_43|006158|2015|2017-01-01|472
sat_patente_82|c_Aduana_43|006142|2016|2017-01-01|472
sat_patente_83|c_Aduana_43|999999|2017|2017-01-01|472
sat_patente_84|c_Aduana_17|766607|2007|2017-01-01|487
sat_patente_85|c_Aduana_17|899903|2008|2017-01-01|487
sat_patente_86|c_Aduana_17|999325|2009|2017-01-01|487
sat_patente_87|c_Aduana_17|001347|2010|2017-01-01|487
sat_patente_88|c_Aduana_17|001438|2011|2017-01-01|487
sat_patente_89|c_Aduana_17|001501|2012|2017-01-01|487
sat_patente_90|c_Aduana_17|001511|2013|2017-01-01|487
sat_patente_91|c_Aduana_17|001526|2014|2017-01-01|487
sat_patente_92|c_Aduana_17|001328|2015|2017-01-01|487
sat_patente_93|c_Aduana_17|001096|2016|2017-01-01|487
sat_patente_94|c_Aduana_17|999999|2017|2017-01-01|487
sat_patente_95|c_Aduana_11|000585|2007|2017-01-01|491
sat_patente_96|c_Aduana_11|000752|2008|2017-01-01|491
sat_patente_97|c_Aduana_11|099988|2009|2017-01-01|491
sat_patente_98|c_Aduana_11|000502|2010|2017-01-01|491
sat_patente_99|c_Aduana_11|002919|2011|2017-01-01|491
sat_patente_100|c_Aduana_11|001203|2012|2017-01-01|491
sat_patente_101|c_Aduana_11|000898|2013|2017-01-01|491
sat_patente_102|c_Aduana_11|000903|2014|2017-01-01|491
sat_patente_103|c_Aduana_11|001092|2015|2017-01-01|491
sat_patente_104|c_Aduana_11|001174|2016|2017-01-01|491
sat_patente_105|c_Aduana_11|999999|2017|2017-01-01|491
sat_patente_106|c_Aduana_43|000179|2007|2017-01-01|500
sat_patente_107|c_Aduana_43|000220|2008|2017-01-01|500
sat_patente_108|c_Aduana_43|000197|2009|2017-01-01|500
sat_patente_109|c_Aduana_43|000263|2010|2017-01-01|500
sat_patente_110|c_Aduana_43|000218|2011|2017-01-01|500
sat_patente_111|c_Aduana_43|000238|2012|2017-01-01|500
sat_patente_112|c_Aduana_43|000082|2013|2017-01-01|500
sat_patente_113|c_Aduana_43|000092|2014|2017-01-01|500
sat_patente_114|c_Aduana_43|000195|2015|2017-01-01|500
sat_patente_115|c_Aduana_43|001215|2007|2017-01-01|504
sat_patente_116|c_Aduana_43|001071|2008|2017-01-01|504
sat_patente_117|c_Aduana_43|000769|2009|2017-01-01|504
sat_patente_118|c_Aduana_43|000699|2010|2017-01-01|504
sat_patente_119|c_Aduana_17|999999|2017|2017-01-01|512
sat_patente_120|c_Aduana_37|000007|2009|2017-01-01|512
sat_patente_121|c_Aduana_37|000469|2010|2017-01-01|512
sat_patente_122|c_Aduana_37|100004|2011|2017-01-01|512
sat_patente_123|c_Aduana_37|000660|2012|2017-01-01|512
sat_patente_124|c_Aduana_37|000931|2013|2017-01-01|512
sat_patente_125|c_Aduana_37|001159|2014|2017-01-01|512
sat_patente_126|c_Aduana_37|001999|2015|2017-01-01|512
sat_patente_127|c_Aduana_37|003469|2016|2017-01-01|512
sat_patente_128|c_Aduana_37|999999|2017|2017-01-01|512
sat_patente_129|c_Aduana_25|009000|2007|2017-01-01|524
sat_patente_130|c_Aduana_25|008375|2008|2017-01-01|524
sat_patente_131|c_Aduana_25|003549|2009|2017-01-01|524
sat_patente_132|c_Aduana_25|003960|2010|2017-01-01|524
sat_patente_133|c_Aduana_25|003932|2011|2017-01-01|524
sat_patente_134|c_Aduana_25|003191|2012|2017-01-01|524
sat_patente_135|c_Aduana_25|004096|2013|2017-01-01|524
sat_patente_136|c_Aduana_25|005788|2014|2017-01-01|524
sat_patente_137|c_Aduana_25|002519|2015|2017-01-01|524
sat_patente_138|c_Aduana_25|001321|2016|2017-01-01|524
sat_patente_139|c_Aduana_25|999999|2017|2017-01-01|524
sat_patente_140|c_Aduana_07|002013|2007|2017-01-01|535
sat_patente_141|c_Aduana_07|003449|2008|2017-01-01|535
sat_patente_142|c_Aduana_07|005412|2009|2017-01-01|535
sat_patente_143|c_Aduana_07|004494|2010|2017-01-01|535
sat_patente_144|c_Aduana_07|003341|2011|2017-01-01|535
sat_patente_145|c_Aduana_07|002494|2012|2017-01-01|535
sat_patente_146|c_Aduana_07|003647|2013|2017-01-01|535
sat_patente_147|c_Aduana_07|004732|2014|2017-01-01|535
sat_patente_148|c_Aduana_07|003543|2015|2017-01-01|535
sat_patente_149|c_Aduana_25|009535|2007|2017-01-01|538
sat_patente_150|c_Aduana_25|000715|2008|2017-01-01|538
sat_patente_151|c_Aduana_43|003460|2007|2017-01-01|563
sat_patente_152|c_Aduana_43|218700|2008|2017-01-01|563
sat_patente_153|c_Aduana_43|086600|2009|2017-01-01|563
sat_patente_154|c_Aduana_43|027745|2010|2017-01-01|563
sat_patente_155|c_Aduana_43|010071|2011|2017-01-01|563
sat_patente_156|c_Aduana_43|200014|2012|2017-01-01|563
sat_patente_157|c_Aduana_43|002880|2013|2017-01-01|563
sat_patente_158|c_Aduana_43|136080|2014|2017-01-01|563
sat_patente_159|c_Aduana_43|002953|2015|2017-01-01|563
sat_patente_160|c_Aduana_43|602264|2016|2017-01-01|563
sat_patente_161|c_Aduana_16|002550|2007|2017-01-01|574
sat_patente_162|c_Aduana_16|001525|2008|2017-01-01|574
sat_patente_163|c_Aduana_43|002548|2007|2017-01-01|597
sat_patente_164|c_Aduana_43|002533|2008|2017-01-01|597
sat_patente_165|c_Aduana_43|002569|2009|2017-01-01|597
sat_patente_166|c_Aduana_43|002575|2010|2017-01-01|597
sat_patente_167|c_Aduana_43|100599|2011|2017-01-01|597
sat_patente_168|c_Aduana_43|002618|2012|2017-01-01|597
sat_patente_169|c_Aduana_43|002523|2013|2017-01-01|597
sat_patente_170|c_Aduana_30|999965|2007|2017-01-01|627
sat_patente_171|c_Aduana_30|000975|2009|2017-01-01|627
sat_patente_172|c_Aduana_30|007000|2010|2017-01-01|627
sat_patente_173|c_Aduana_30|015262|2011|2017-01-01|627
sat_patente_174|c_Aduana_30|019389|2012|2017-01-01|627
sat_patente_175|c_Aduana_30|061121|2013|2017-01-01|627
sat_patente_176|c_Aduana_30|007631|2014|2017-01-01|627
sat_patente_177|c_Aduana_30|000951|2016|2017-01-01|627
sat_patente_178|c_Aduana_30|999999|2017|2017-01-01|627
sat_patente_179|c_Aduana_48|000986|2007|2017-01-01|636
sat_patente_180|c_Aduana_48|000804|2008|2017-01-01|636
sat_patente_181|c_Aduana_43|000072|2007|2017-01-01|693
sat_patente_182|c_Aduana_43|800128|2008|2017-01-01|693
sat_patente_183|c_Aduana_43|000083|2009|2017-01-01|693
sat_patente_184|c_Aduana_14|000076|2015|2017-01-01|699
sat_patente_185|c_Aduana_18|000218|2007|2017-01-01|699
sat_patente_186|c_Aduana_18|000188|2008|2017-01-01|699
sat_patente_187|c_Aduana_18|999999|2009|2017-01-01|699
sat_patente_188|c_Aduana_18|000294|2010|2017-01-01|699
sat_patente_189|c_Aduana_18|000204|2011|2017-01-01|699
sat_patente_190|c_Aduana_18|000285|2012|2017-01-01|699
sat_patente_191|c_Aduana_18|000324|2013|2017-01-01|699
sat_patente_192|c_Aduana_18|000172|2014|2017-01-01|699
sat_patente_193|c_Aduana_18|000280|2015|2017-01-01|699
sat_patente_194|c_Aduana_18|000303|2016|2017-01-01|699
sat_patente_195|c_Aduana_18|999999|2017|2017-01-01|699
sat_patente_196|c_Aduana_23|004759|2007|2017-01-01|700
sat_patente_197|c_Aduana_23|004925|2008|2017-01-01|700
sat_patente_198|c_Aduana_23|005456|2009|2017-01-01|700
sat_patente_199|c_Aduana_23|005419|2010|2017-01-01|700
sat_patente_200|c_Aduana_23|005291|2011|2017-01-01|700
sat_patente_201|c_Aduana_23|005263|2012|2017-01-01|700
sat_patente_202|c_Aduana_23|005312|2013|2017-01-01|700
sat_patente_203|c_Aduana_23|005680|2014|2017-01-01|700
sat_patente_204|c_Aduana_23|005765|2015|2017-01-01|700
sat_patente_205|c_Aduana_23|001057|2016|2017-01-01|700
sat_patente_206|c_Aduana_05|006365|2014|2017-01-01|706
sat_patente_207|c_Aduana_05|006005|2015|2017-01-01|706
sat_patente_208|c_Aduana_05|005775|2016|2017-01-01|706
sat_patente_209|c_Aduana_05|999999|2017|2017-01-01|706
sat_patente_210|c_Aduana_06|000009|2015|2017-01-01|706
sat_patente_211|c_Aduana_06|000053|2016|2017-01-01|706
sat_patente_212|c_Aduana_28|002470|2007|2017-01-01|706
sat_patente_213|c_Aduana_28|010034|2008|2017-01-01|706
sat_patente_214|c_Aduana_28|001613|2009|2017-01-01|706
sat_patente_215|c_Aduana_28|001611|2010|2017-01-01|706
sat_patente_216|c_Aduana_28|001582|2011|2017-01-01|706
sat_patente_217|c_Aduana_28|001702|2012|2017-01-01|706
sat_patente_218|c_Aduana_28|001312|2013|2017-01-01|706
sat_patente_219|c_Aduana_28|001277|2014|2017-01-01|706
sat_patente_220|c_Aduana_28|001343|2015|2017-01-01|706
sat_patente_221|c_Aduana_28|001375|2016|2017-01-01|706
sat_patente_222|c_Aduana_28|999999|2017|2017-01-01|706
sat_patente_223|c_Aduana_53|000137|2012|2017-01-01|706
sat_patente_224|c_Aduana_53|000180|2013|2017-01-01|706
sat_patente_225|c_Aduana_53|000111|2014|2017-01-01|706
sat_patente_226|c_Aduana_53|000004|2015|2017-01-01|706
sat_patente_227|c_Aduana_53|000001|2016|2017-01-01|706
sat_patente_228|c_Aduana_43|000699|2007|2017-01-01|743
sat_patente_229|c_Aduana_43|000730|2008|2017-01-01|743
sat_patente_230|c_Aduana_43|000890|2009|2017-01-01|743
sat_patente_231|c_Aduana_43|000916|2010|2017-01-01|743
sat_patente_232|c_Aduana_43|001038|2011|2017-01-01|743
sat_patente_233|c_Aduana_43|000946|2012|2017-01-01|743
sat_patente_234|c_Aduana_43|000951|2013|2017-01-01|743
sat_patente_235|c_Aduana_43|001032|2014|2017-01-01|743
sat_patente_236|c_Aduana_43|001069|2015|2017-01-01|743
sat_patente_237|c_Aduana_43|001046|2016|2017-01-01|743
sat_patente_238|c_Aduana_43|999999|2017|2017-01-01|743
sat_patente_239|c_Aduana_43|000632|2007|2017-01-01|750
sat_patente_240|c_Aduana_43|000367|2008|2017-01-01|750
sat_patente_241|c_Aduana_43|000720|2007|2017-01-01|801
sat_patente_242|c_Aduana_43|000527|2008|2017-01-01|801
sat_patente_243|c_Aduana_43|000346|2009|2017-01-01|801
sat_patente_244|c_Aduana_43|000225|2010|2017-01-01|801
sat_patente_245|c_Aduana_43|000208|2011|2017-01-01|801
sat_patente_246|c_Aduana_43|000217|2012|2017-01-01|801
sat_patente_247|c_Aduana_43|000211|2013|2017-01-01|801
sat_patente_248|c_Aduana_43|000233|2014|2017-01-01|801
sat_patente_249|c_Aduana_43|000236|2015|2017-01-01|801
sat_patente_250|c_Aduana_43|000263|2016|2017-01-01|801
sat_patente_251|c_Aduana_43|999999|2017|2017-01-01|801
sat_patente_252|c_Aduana_17|010604|2007|2017-01-01|805
sat_patente_253|c_Aduana_17|906983|2008|2017-01-01|805
sat_patente_254|c_Aduana_17|009347|2009|2017-01-01|805
sat_patente_255|c_Aduana_17|009825|2010|2017-01-01|805
sat_patente_256|c_Aduana_17|007333|2011|2017-01-01|805
sat_patente_257|c_Aduana_17|004564|2012|2017-01-01|805
sat_patente_258|c_Aduana_17|033831|2013|2017-01-01|805
sat_patente_259|c_Aduana_17|005191|2014|2017-01-01|805
sat_patente_260|c_Aduana_17|004196|2015|2017-01-01|805
sat_patente_261|c_Aduana_17|602830|2016|2017-01-01|805
sat_patente_262|c_Aduana_17|999999|2017|2017-01-01|805
sat_patente_263|c_Aduana_43|001651|2007|2017-01-01|811
sat_patente_264|c_Aduana_43|001574|2008|2017-01-01|811
sat_patente_265|c_Aduana_43|900692|2009|2017-01-01|811
sat_patente_266|c_Aduana_43|000384|2010|2017-01-01|811
sat_patente_267|c_Aduana_43|001170|2007|2017-01-01|814
sat_patente_268|c_Aduana_43|000942|2008|2017-01-01|814
sat_patente_269|c_Aduana_43|000752|2009|2017-01-01|814
sat_patente_270|c_Aduana_43|000333|2010|2017-01-01|814
sat_patente_271|c_Aduana_43|000514|2011|2017-01-01|814
sat_patente_272|c_Aduana_43|000535|2012|2017-01-01|814
sat_patente_273|c_Aduana_43|000543|2013|2017-01-01|814
sat_patente_274|c_Aduana_43|000558|2014|2017-01-01|814
sat_patente_275|c_Aduana_43|000405|2015|2017-01-01|814
sat_patente_276|c_Aduana_43|600021|2016|2017-01-01|814
sat_patente_277|c_Aduana_43|999999|2017|2017-01-01|814
sat_patente_278|c_Aduana_43|002021|2007|2017-01-01|820
sat_patente_279|c_Aduana_43|002503|2008|2017-01-01|820
sat_patente_280|c_Aduana_43|000819|2009|2017-01-01|820
sat_patente_281|c_Aduana_07|001189|2007|2017-01-01|823
sat_patente_282|c_Aduana_07|001133|2008|2017-01-01|823
sat_patente_283|c_Aduana_07|000868|2009|2017-01-01|823
sat_patente_284|c_Aduana_07|000825|2010|2017-01-01|823
sat_patente_285|c_Aduana_07|000906|2011|2017-01-01|823
sat_patente_286|c_Aduana_07|000932|2012|2017-01-01|823
sat_patente_287|c_Aduana_07|000958|2013|2017-01-01|823
sat_patente_288|c_Aduana_07|000960|2014|2017-01-01|823
sat_patente_289|c_Aduana_07|002206|2015|2017-01-01|823
sat_patente_290|c_Aduana_07|001922|2016|2017-01-01|823
sat_patente_291|c_Aduana_07|999999|2017|2017-01-01|823
sat_patente_292|c_Aduana_07|243159|2007|2017-01-01|845
sat_patente_293|c_Aduana_07|902553|2008|2017-01-01|845
sat_patente_294|c_Aduana_07|999998|2009|2017-01-01|845
sat_patente_295|c_Aduana_07|030201|2010|2017-01-01|845
sat_patente_296|c_Aduana_17|025047|2007|2017-01-01|849
sat_patente_297|c_Aduana_17|030547|2008|2017-01-01|849
sat_patente_298|c_Aduana_17|056478|2009|2017-01-01|849
sat_patente_299|c_Aduana_17|024939|2010|2017-01-01|849
sat_patente_300|c_Aduana_17|021798|2011|2017-01-01|849
sat_patente_301|c_Aduana_17|023763|2012|2017-01-01|849
sat_patente_302|c_Aduana_17|025373|2013|2017-01-01|849
sat_patente_303|c_Aduana_17|026730|2014|2017-01-01|849
sat_patente_304|c_Aduana_17|026106|2015|2017-01-01|849
sat_patente_305|c_Aduana_17|029353|2016|2017-01-01|849
sat_patente_306|c_Aduana_17|999999|2017|2017-01-01|849
sat_patente_307|c_Aduana_23|003858|2007|2017-01-01|888
sat_patente_308|c_Aduana_23|003797|2008|2017-01-01|888
sat_patente_309|c_Aduana_23|002911|2009|2017-01-01|888
sat_patente_310|c_Aduana_23|002903|2010|2017-01-01|888
sat_patente_311|c_Aduana_23|000847|2011|2017-01-01|888
sat_patente_312|c_Aduana_23|001137|2012|2017-01-01|888
sat_patente_313|c_Aduana_23|002647|2013|2017-01-01|888
sat_patente_314|c_Aduana_23|002508|2014|2017-01-01|888
sat_patente_315|c_Aduana_23|005049|2015|2017-01-01|888
sat_patente_316|c_Aduana_23|000105|2016|2017-01-01|888
sat_patente_317|c_Aduana_19|015232|2007|2017-01-01|897
sat_patente_318|c_Aduana_19|019966|2008|2017-01-01|897
sat_patente_319|c_Aduana_19|020005|2009|2017-01-01|897
sat_patente_320|c_Aduana_07|006422|2012|2017-01-01|926
sat_patente_321|c_Aduana_07|075474|2013|2017-01-01|926
sat_patente_322|c_Aduana_07|078132|2014|2017-01-01|926
sat_patente_323|c_Aduana_07|018231|2015|2017-01-01|926
sat_patente_324|c_Aduana_19|010447|2013|2017-01-01|926
sat_patente_325|c_Aduana_19|011320|2014|2017-01-01|926
sat_patente_326|c_Aduana_19|002777|2015|2017-01-01|926
sat_patente_327|c_Aduana_24|004949|2014|2017-01-01|926
sat_patente_328|c_Aduana_24|001354|2015|2017-01-01|926
sat_patente_329|c_Aduana_33|003044|2014|2017-01-01|926
sat_patente_330|c_Aduana_33|000612|2015|2017-01-01|926
sat_patente_331|c_Aduana_53|001119|2007|2017-01-01|965
sat_patente_332|c_Aduana_53|880030|2008|2017-01-01|965
sat_patente_333|c_Aduana_53|000866|2009|2017-01-01|965
sat_patente_334|c_Aduana_53|001237|2010|2017-01-01|965
sat_patente_335|c_Aduana_53|100023|2011|2017-01-01|965
sat_patente_336|c_Aduana_53|001562|2012|2017-01-01|965
sat_patente_337|c_Aduana_53|214891|2013|2017-01-01|965
sat_patente_338|c_Aduana_53|008795|2014|2017-01-01|965
sat_patente_339|c_Aduana_53|896312|2015|2017-01-01|965
sat_patente_340|c_Aduana_53|001361|2016|2017-01-01|965
sat_patente_341|c_Aduana_53|999999|2017|2017-01-01|965
sat_patente_342|c_Aduana_43|001502|2007|2017-01-01|970
sat_patente_343|c_Aduana_43|800742|2008|2017-01-01|970
sat_patente_344|c_Aduana_43|000251|2009|2017-01-01|970
sat_patente_345|c_Aduana_07|004636|2007|2017-01-01|973
sat_patente_346|c_Aduana_07|007831|2008|2017-01-01|973
sat_patente_347|c_Aduana_07|802087|2009|2017-01-01|973
sat_patente_348|c_Aduana_07|008693|2010|2017-01-01|973
sat_patente_349|c_Aduana_07|010728|2011|2017-01-01|973
sat_patente_350|c_Aduana_07|010758|2012|2017-01-01|973
sat_patente_351|c_Aduana_07|101481|2013|2017-01-01|973
sat_patente_352|c_Aduana_07|009445|2014|2017-01-01|973
sat_patente_353|c_Aduana_07|008819|2015|2017-01-01|973
sat_patente_354|c_Aduana_07|007032|2016|2017-01-01|973
sat_patente_355|c_Aduana_07|999999|2017|2017-01-01|973
sat_patente_356|c_Aduana_51|020001|2016|2017-01-01|973
sat_patente_357|c_Aduana_84|000211|2016|2017-01-01|973
sat_patente_358|c_Aduana_84|999999|2017|2017-01-01|973
sat_patente_359|c_Aduana_24|002487|2007|2017-01-01|1027
sat_patente_360|c_Aduana_24|888888|2008|2017-01-01|1027
sat_patente_361|c_Aduana_24|000695|2009|2017-01-01|1027
sat_patente_362|c_Aduana_24|055694|2007|2017-01-01|1029
sat_patente_363|c_Aduana_24|060050|2008|2017-01-01|1029
sat_patente_364|c_Aduana_24|999910|2009|2017-01-01|1029
sat_patente_365|c_Aduana_24|702286|2010|2017-01-01|1029
sat_patente_366|c_Aduana_24|001832|2011|2017-01-01|1029
sat_patente_367|c_Aduana_24|000053|2012|2017-01-01|1029
sat_patente_368|c_Aduana_24|050000|2013|2017-01-01|1029
sat_patente_369|c_Aduana_24|000349|2014|2017-01-01|1029
sat_patente_370|c_Aduana_24|000380|2015|2017-01-01|1029
sat_patente_371|c_Aduana_24|000668|2016|2017-01-01|1029
sat_patente_372|c_Aduana_24|999999|2017|2017-01-01|1029
sat_patente_373|c_Aduana_16|000208|2012|2017-01-01|1031
sat_patente_374|c_Aduana_16|000433|2013|2017-01-01|1031
sat_patente_375|c_Aduana_16|000307|2014|2017-01-01|1031
sat_patente_376|c_Aduana_16|000524|2015|2017-01-01|1031
sat_patente_377|c_Aduana_16|000380|2016|2017-01-01|1031
sat_patente_378|c_Aduana_16|999999|2017|2017-01-01|1031
sat_patente_379|c_Aduana_30|028326|2007|2017-01-01|1031
sat_patente_380|c_Aduana_30|045749|2008|2017-01-01|1031
sat_patente_381|c_Aduana_30|004555|2009|2017-01-01|1031
sat_patente_382|c_Aduana_30|005704|2010|2017-01-01|1031
sat_patente_383|c_Aduana_30|005252|2011|2017-01-01|1031
sat_patente_384|c_Aduana_30|004303|2012|2017-01-01|1031
sat_patente_385|c_Aduana_30|008946|2013|2017-01-01|1031
sat_patente_386|c_Aduana_30|004715|2014|2017-01-01|1031
sat_patente_387|c_Aduana_30|006148|2015|2017-01-01|1031
sat_patente_388|c_Aduana_30|009399|2016|2017-01-01|1031
sat_patente_389|c_Aduana_30|999999|2017|2017-01-01|1031
sat_patente_390|c_Aduana_07|011150|2007|2017-01-01|1033
sat_patente_391|c_Aduana_07|071401|2008|2017-01-01|1033
sat_patente_392|c_Aduana_07|002403|2009|2017-01-01|1033
sat_patente_393|c_Aduana_07|107407|2010|2017-01-01|1033
sat_patente_394|c_Aduana_39|000032|2012|2017-01-01|1036
sat_patente_395|c_Aduana_39|002309|2013|2017-01-01|1036
sat_patente_396|c_Aduana_39|001193|2014|2017-01-01|1036
sat_patente_397|c_Aduana_39|000029|2016|2017-01-01|1036
sat_patente_398|c_Aduana_40|024339|2007|2017-01-01|1036
sat_patente_399|c_Aduana_40|015331|2008|2017-01-01|1036
sat_patente_400|c_Aduana_40|005251|2009|2017-01-01|1036
sat_patente_401|c_Aduana_40|003169|2010|2017-01-01|1036
sat_patente_402|c_Aduana_40|004817|2011|2017-01-01|1036
sat_patente_403|c_Aduana_40|001484|2012|2017-01-01|1036
sat_patente_404|c_Aduana_40|000667|2013|2017-01-01|1036
sat_patente_405|c_Aduana_40|001783|2014|2017-01-01|1036
sat_patente_406|c_Aduana_40|008552|2015|2017-01-01|1036
sat_patente_407|c_Aduana_40|004997|2016|2017-01-01|1036
sat_patente_408|c_Aduana_19|000002|2014|2017-01-01|1038
sat_patente_409|c_Aduana_19|002300|2015|2017-01-01|1038
sat_patente_410|c_Aduana_19|001538|2016|2017-01-01|1038
sat_patente_411|c_Aduana_25|000001|2016|2017-01-01|1038
sat_patente_412|c_Aduana_39|006490|2015|2017-01-01|1038
sat_patente_413|c_Aduana_39|002665|2016|2017-01-01|1038
sat_patente_414|c_Aduana_40|009285|2007|2017-01-01|1038
sat_patente_415|c_Aduana_40|011279|2008|2017-01-01|1038
sat_patente_416|c_Aduana_40|004208|2009|2017-01-01|1038
sat_patente_417|c_Aduana_40|002570|2010|2017-01-01|1038
sat_patente_418|c_Aduana_40|005800|2011|2017-01-01|1038
sat_patente_419|c_Aduana_40|006998|2012|2017-01-01|1038
sat_patente_420|c_Aduana_40|010767|2013|2017-01-01|1038
sat_patente_421|c_Aduana_40|012151|2014|2017-01-01|1038
sat_patente_422|c_Aduana_40|027125|2015|2017-01-01|1038
sat_patente_423|c_Aduana_40|016920|2016|2017-01-01|1038
sat_patente_424|c_Aduana_40|005634|2007|2017-01-01|1039
sat_patente_425|c_Aduana_40|006383|2008|2017-01-01|1039
sat_patente_426|c_Aduana_40|002969|2009|2017-01-01|1039
sat_patente_427|c_Aduana_40|002037|2010|2017-01-01|1039
sat_patente_428|c_Aduana_40|003120|2011|2017-01-01|1039
sat_patente_429|c_Aduana_40|001921|2012|2017-01-01|1039
sat_patente_430|c_Aduana_40|002033|2013|2017-01-01|1039
sat_patente_431|c_Aduana_40|006527|2014|2017-01-01|1039
sat_patente_432|c_Aduana_40|018279|2015|2017-01-01|1039
sat_patente_433|c_Aduana_40|003125|2016|2017-01-01|1039
sat_patente_434|c_Aduana_47|000104|2016|2017-01-01|1039
sat_patente_435|c_Aduana_11|000111|2013|2017-01-01|1040
