id,code,name,description,notes,symbol
sat_udm_code_56,1L,Recuento total de automóviles,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_57,1M,Milla total del coche,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_58,1X,Cuarto de milla,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_59,20, Contenedores de veinte pies, Unidad de conteo que define el número de contenedores de transporte que miden 20 pies de longitud.,,
sat_udm_code_60,21, Contenedor de cuarenta pies, Unidad de conteo que define el número de contenedores de transporte que miden 40 pies de longitud.,,
sat_udm_code_61,22,Decilitro por gramo,,,dl/g
sat_udm_code_62,23,Gramo por centímetro cúbico,,,g/cm³
sat_udm_code_63,24,Libra teórica, Unidad de masa que define la masa esperada de material expresado como el número de libras.,,
sat_udm_code_64,25,Gramo por centímetro cuadrado,,,g/cm²
sat_udm_code_65,27,Tonelada teórica,"Unidad de masa que define la masa esperada de material, expresada como el número de toneladas.",,
sat_udm_code_66,28,Kilogramo por metro cuadrado,,,kg/m²
sat_udm_code_67,2A,Radián por segundo,"Es la velocidad de un cuerpo que, con una rotación uniforme alrededor de un eje fijo, gira en 1 segundo, 1 radián. ",,rad/s
sat_udm_code_68,2B,Radián por segundo cuadrado,"Es la aceleración angular de un cuerpo animado de una rotación uniformemente variada alrededor de un eje fijo, cuya velocidad angular, varía 1 radián por segundo, en 1 segundo. ",,rad/s²
sat_udm_code_69,2C,Roentgen,,,R
sat_udm_code_70,2G,Voltios CA, Una unidad de potencial eléctrico en relación a la corriente alterna (CA).,,V
sat_udm_code_71,2H,Voltios CD,Unidad de potencial eléctrico en relación con corriente directa (CD).,,V
sat_udm_code_72,2I,Unidad térmica británica (tabla internacional) por hora,,,BtuIT/h
sat_udm_code_73,2J,Centímetro cúbico por segundo,,,cm³/s
sat_udm_code_74,2K,Pie cúbico por hora,,,ft³/h
sat_udm_code_75,2L,Pie cúbico por minuto,,,ft³/min
sat_udm_code_76,2M,Centímetro por segundo,,,cm/s
sat_udm_code_77,2N,Decibel,Medida de sonoridad o sensación sonora que es igual a la décima parte de un bel.,,dB
sat_udm_code_78,2P,Kilobyte, Unidad de información igual a 10 ³  (1000) bytes.,,kbyte
sat_udm_code_79,2Q,Kilobecquerel,,,kBq
sat_udm_code_80,2R,Kilocurie,,,kCi
sat_udm_code_81,2U,Megagramo,,,Mg
sat_udm_code_82,2V,Megagrama por hora,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",Mg / h
sat_udm_code_83,2X,Metro por minuto,,,m/min
sat_udm_code_84,2Y,Milliroentgen,,,mR
sat_udm_code_85,2Z,Milivoltio,,,mV
sat_udm_code_86,33,Kilopascal por grtr,,,kPa·m²/g
sat_udm_code_87,34,Kilopascal por milimetro,,,kPa/mm
sat_udm_code_88,35,Milimetro por un segundo centimetro cuadrado,,,ml/(cm²·s)
sat_udm_code_89,37,Onza por pie cuadrado,,,oz/ft²
sat_udm_code_90,38,"Onzas por pie cuadrado por 0,01 pulgadas",,,oz/(ft²/cin)
sat_udm_code_91,3B,Megajoule,,,MJ
sat_udm_code_92,3C,Manmonth,Unidad de cuenta que define el número de meses que una persona o personas pueden desempeñar alguna actividad.,,
sat_udm_code_93,3E,Libra por libra de producto,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_94,3G,Libra por pieza de producto,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_95,3H,Kilogramo por kilogramo de producto,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_96,3I,Kilogramo por pedazo de producto,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_97,40,Mililitro por segundo,,,ml/s
sat_udm_code_98,41,Mililitro por minuto,,,ml/min
sat_udm_code_99,4B,Gorra,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_100,4C,Centistokes,,,cSt
sat_udm_code_101,4E,Veinte pack,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_102,4G,Microlitro,,,µl
sat_udm_code_103,4H,Micra,"El micrómetro, micrón o micra es una unidad de longitud equivalente a una milésima parte de un milímetro.",,µm
sat_udm_code_104,4K,Miliamperio,,,mA
sat_udm_code_105,4L,Megabyte,Unidad que se usa para cuantificar un caudal de datos equivalente a 1000 kb/s.,,Mbyte
sat_udm_code_106,4M,Miligramo por hora,,,mg/h
sat_udm_code_107,4N,Megabequerel,,,MBq
sat_udm_code_108,4O,Microfaradio,,,µF
sat_udm_code_109,4P,Newton por metro,,,N/m
sat_udm_code_110,4Q,Onza pulgada,,,oz·in
sat_udm_code_111,4R,Onza pie,,,oz·ft
sat_udm_code_112,4T,Picofaradio,,,pF
sat_udm_code_113,4U,Libra por hora,,,lb/h
sat_udm_code_114,4W,Tonelada (EUA) por hora,,,ton (US) /h
sat_udm_code_115,4X,Kilolitro por hora,,,kl/h
sat_udm_code_116,56,Sitas, Unidad de área de placa de estaño igual a un área de superficie de 100 metros cuadrados.,,
sat_udm_code_117,57,Malla,Una unidad de recuento de definir el número de hebras por pulgada como una medida de la finura de un producto tejido.,,
sat_udm_code_118,58, kilogramo neto,Unidad de masa que define el número total de kilogramos después de las deducciones.,,
sat_udm_code_119,59,Parte por millón, Una unidad de proporción igual a 10⁻⁶.,,ppm
sat_udm_code_120,5A,Barril por minuto,,,barrel (US)/min
sat_udm_code_121,5B,Batch,Unidad de conteo que define el número de lotes (lote: cantidad de material producido en una operación o número de animales o personas que vienen a la vez).,,
sat_udm_code_122,5C,Galón (US) por mil,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_123,5E,Mmscf/day,"Unidad de volumen equivalente a un millón (1,000,000) pies cúbicos de gas por día.",,
sat_udm_code_124,5F,Libra por mil,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_125,5G,bomba,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_126,5H,Escenario,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_127,5I,Pies cúbicos estándar,Utilice estándar (código común WSD),"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",Std
sat_udm_code_128,5J,Caballos de potencia hidráulica,Unidad de potencia de la definición de los caballos de potencia hidráulica suministrada por una bomba de fluido dependiendo de la viscosidad del fluido.,,
sat_udm_code_129,5K,Contar por minuto,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_130,5P,Nivel sísmico,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_131,5Q,Línea sísmica,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_132,60,Tanto por ciento en peso,Una unidad de proporción igual a 10⁻².,,
sat_udm_code_133,61,Parte por mil millones (EUA),Una unidad de proporción igual a 10⁻⁹.,,ppb
sat_udm_code_134,74,Milipascal,,,mPa
sat_udm_code_135,77,Mili-pulgada,,,mil
sat_udm_code_136,80,Libra por pulgada cuadrado absoluta,,,lb/in²
sat_udm_code_137,81,Henry,"Un henry es la unidad para la inductancia eléctrica en el Sistema Internacional de Unidades. Es la inductancia eléctrica de un circuito cerrado en el que se produce una fuerza electromotriz de 1 voltio, cuando la corriente eléctrica que recorre el circuito varía uniformemente a razón de un amperio por segundo.",,H
sat_udm_code_138,85,Pie libra-fuerza,,,ft·lbf
sat_udm_code_139,87,Libra por pie cúbico,,,lb/ft³
sat_udm_code_140,89,Poise,El poise (símbolo: P) es la unidad de viscosidad dinámica del sistema cegesimal de unidades.,,P
sat_udm_code_141,91,Stokes,El Stokes es la unidad de viscosidad cinemática en el Sistema Cegesimal de Unidades,,St
sat_udm_code_142,A1,15 ° C calorías,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,Cal $ _ $
sat_udm_code_143,A10,Amperio por metro cuadrado por joule segundo,,,A·m²/(J·s)
sat_udm_code_144,A11,Ángstrom,"El ángstrom es una unidad de longitud empleada principalmente para expresar longitudes de onda, distancias moleculares y atómicas, etc.",,Å
sat_udm_code_145,A12,Unidad astronómica,"Es una unidad de longitud igual por definición a 149 597 870 700 metros, y que equivale aproximadamente a la distancia media entre el planeta Tierra y el Sol.",,ua
sat_udm_code_146,A13,Attojoule," Una unidad SI de la energía, el trabajo, y el calor igual a 10 -18 joules",,aJ
sat_udm_code_147,A14,Barn,"Es una unidad de superficie, equivalente a 10-28 m² (100 femtómetros cuadrados). Sus múltiplos son muy utilizados en física de partículas para medir las secciones eficaces en reacciones nucleares, y sus inversos para medir luminosidades.",,b
sat_udm_code_148,A15,Barn por electrovoltio,,,b/eV
sat_udm_code_149,A16,Barn por electrovoltio ,,,b/(sr·eV)
sat_udm_code_150,A17,Barn por esteroradian,,,b/sr
sat_udm_code_151,A18,Becquerel por kilogramo,,,Bq/kg
sat_udm_code_152,A19,Becquerel por metro cúbico,,,Bq/m³
sat_udm_code_153,A2,Amperio por centímetro,,,A/cm
sat_udm_code_154,A20,Unidad térmica británica (tabla internacional) por segundo pie cuadrado grado rankine.,,,BtuIT/(s·ft²·°R)
sat_udm_code_155,A21,Unidad térmica británica (tabla internacional) por libra grado rankine,,,Btu/IT(lb·°R)
sat_udm_code_156,A22,Unidad térmica británica (tabla internacional) por segundo pie grado rankine,,,BtuIT/(s·ft·°R)
sat_udm_code_157,A23,Unidad térmica británica (tabla internacional) por hora pie cuadrado grado rankine.,,,BtuIT/(h·ft²·°R)
sat_udm_code_158,A24,Candela por metro cuadrado,,,cd/m²
sat_udm_code_159,A25,Caballo de vapor,Sinónimo: Caballo de fuerza métrico,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,CV
sat_udm_code_160,A26,Culombio metro,,,C·m
sat_udm_code_161,A27,Culombio metro cuadrado por voltio,,,C·m²/V
sat_udm_code_162,A28,Culombio por centímetro cúbico,,,C/cm³
sat_udm_code_163,A29,Culombio por metro cúbico,,,C/m³
sat_udm_code_164,A3,Amperio por milímetro,,,A/mm
sat_udm_code_165,A30,Culombio por milimetro cúbico,,,C/mm³
sat_udm_code_166,A31,Culombio por kilogramo-segundo,,,C/(kg·s)
sat_udm_code_167,A32,Culombio por Mol,,,C/mol
sat_udm_code_168,A33,Culombio por centímetro cuadrado,,,C/cm²
sat_udm_code_169,A34,Culombio por metro cuadrado,,,C/m²
sat_udm_code_170,A35,Culombio por milímetro cuadrado,,,C/mm²
sat_udm_code_171,A36,Centimetro cúbico por Mol,,,cm³/mol
sat_udm_code_172,A37,Decimetro cuadrado por Mol,,,dm³/mol
sat_udm_code_173,A38,Cubic pooulo p,,,m³/C
sat_udm_code_174,A39,Metro cúbico por kilogramo,,,m³/kg
sat_udm_code_175,A4,Amperio por centímetro cuadrado,,,A/cm²
sat_udm_code_176,A40,Metro cubbico por Mol,,,m³/mol
sat_udm_code_177,A41,Amperio por metro cuadrado,,,A/m²
sat_udm_code_178,A42,Curie por kilogramo,,,Ci/kg
sat_udm_code_179,A43,Tonelaje de peso muerto,"Unidad de masa que define la diferencia entre el peso de un barco cuando está completamente vacío y su peso cuando está completamente cargado, expresado como el número de toneladas.",,dwt
sat_udm_code_180,A44,Decalitro,,,dal
sat_udm_code_181,A45,Decámetro,"Medida de longitud, de símbolo dam o Dm, que es igual a 10 metros.",,dam
sat_udm_code_182,A47,Decitex,Unidad de densidad de hilo. Un decitex es igual a una masa de 1 gramo por 10 kilómetros de longitud.,,dtex (g/10km)
sat_udm_code_183,A48,Grado rankine,Consulte ISO 80000-5 (Cantidades y unidades - Parte 5: Termodinámica),,°R
sat_udm_code_184,A49,Negador,Unidad de densidad de hilo. Una denier es igual a una masa de 1 gramo por 9 kilómetros de longitud.,,den (g/9 km)
sat_udm_code_185,A5,Amperio metro cuadrado,,,A·m²
sat_udm_code_186,A50,Dina segundo por centímetro cúbico,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,Dyn · s / cm³
sat_udm_code_187,A51,Dina segundo por centímetro,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,Dyn · s / cm
sat_udm_code_188,A52,Dina segundo por centímetro a la quinta potencia,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,Dyn · s / cm⁵
sat_udm_code_189,A53,Electrónvoltio,,,eV
sat_udm_code_190,A54,Electrovoltio por metro,,,eV/m
sat_udm_code_191,A55,Electrovoltio por metro cuadrado,,,eV·m²
sat_udm_code_192,A56,Electrovoltio metro cuadrado por kilogramo,,,eV·m²/kg
sat_udm_code_193,A57,Ergio,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,ergio
sat_udm_code_194,A58,Erg por centímetro,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,Erg / cm
sat_udm_code_195,A59,La cobertura de nubes 8-parte,"Unidad de recuento para definir el número de octavos de partes como una medida de la cobertura de nubes de la ccúpula celeste. 

'Sinónimo: OKTA, OCTA",,
sat_udm_code_196,A6,Amperio por metro cuadrado Kelvin cuadrado,,,A/(m²·K²)
sat_udm_code_197,A60,Erg por centímetro cúbico,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,Erg / cm³
sat_udm_code_198,A61,Erg por gramo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,Erg / g
sat_udm_code_199,A62,Erg por segundo gramo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,Erg / g · s
sat_udm_code_200,A63,Erg por segundo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,Ergs
sat_udm_code_201,A64,Erg por segundo centímetro cuadrado,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,Erg / (s · cm²)
sat_udm_code_202,A65,Erg por centímetro cuadrado segundo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,Erg / (cm² · s)
